;MaterialOld;MaterialNew;DescrizioneOld;GMD FDF ID old;Brand old;DescrizioneNew;GMD FDF ID new;Brand New
64;44071060;44071060;EXITELEV 1000MG 30FCT BO IT;123191;Sandoz;EXITELEV 1000MG 30FCT BO IT;123191;Sandoz
65;44038822;44071060;LEVETIRACETAM SDZ 1000MG 30FCT IT;110263;Sandoz;EXITELEV 1000MG 30FCT BO IT;123191;Sandoz
66;44083887;44071060;LEVETIRACETAM SDZ 1G 30FCT BO IT;123191;Sandoz;EXITELEV 1000MG 30FCT BO IT;123191;Sandoz
67;44071061;44071061;EXITELEV 500MG 60FCT BO IT;139827;Sandoz;EXITELEV 500MG 60FCT BO IT;139827;Sandoz
68;44038821;44071061;LEVETIRACETAM SDZ 500MG 60FCT IT;110260;Sandoz;EXITELEV 500MG 60FCT BO IT;139827;Sandoz
69;44083901;44071061;LEVETIRACETAM SDZ 500MG 60FCT BO IT;139827;Sandoz;EXITELEV 500MG 60FCT BO IT;139827;Sandoz
70;960068;44040954;OMNITROPE 5MG/1.5ML 1LICA V1 IT;117627;Sandoz;OMNITROPE 5MG/1,5ML 1LICA SP IT;117627;Sandoz
71;44040954;44040954;OMNITROPE 5MG/1,5ML 1LICA SP IT;117627;Sandoz;OMNITROPE 5MG/1,5ML 1LICA SP IT;117627;Sandoz
72;961023;44040955;OMNITROPE 10MG/1.5ML 1LICA V1 IT;121758;Sandoz;OMNITROPE 10MG/1,5ML 1LICA SP IT;121758;Sandoz
73;44040955;44040955;OMNITROPE 10MG/1,5ML 1LICA SP IT;121758;Sandoz;OMNITROPE 10MG/1,5ML 1LICA SP IT;121758;Sandoz
74;44064915;44064915;ZARZIO 30MIU/0.5ML 1LISY BI IT;120622;Sandoz;ZARZIO 30MIU/0.5ML 1LISY BI IT;120622;Sandoz
75;994064;44064915;ZARZIO 30MIU 0.5ML 1LISY IT;120622;Sandoz;ZARZIO 30MIU/0.5ML 1LISY BI IT;120622;Sandoz
76;44058300;44064915;ZARZIO 30MIU/0,5ML 1LISY SDI IT;120622;Sandoz;ZARZIO 30MIU/0.5ML 1LISY BI IT;120622;Sandoz
77;44064959;44064959;ZARZIO 48MIU/0.5ML 1LISY BI IT;124220;Sandoz;ZARZIO 48MIU/0.5ML 1LISY BI IT;124220;Sandoz
78;994065;44064959;ZARZIO 48MIU 0.5ML 1LISY IT;124220;Sandoz;ZARZIO 48MIU/0.5ML 1LISY BI IT;124220;Sandoz
79;44058301;44064959;ZARZIO 48MIU/0,5ML 1LISY SDI IT;124220;Sandoz;ZARZIO 48MIU/0.5ML 1LISY BI IT;124220;Sandoz
80;44071148;44071148;RIXATHON 100MG/10ML 2LIVI IT;138422;Sandoz;RIXATHON 100MG/10ML 2LIVI IT;138422;Sandoz
81;44079278;44071148;RIXIMYO 100MG/10ML 2LIVI IT;138422;Sandoz;RIXATHON 100MG/10ML 2LIVI IT;138422;Sandoz
82;999146;999146;RAMIPRIL 10MG 28TAB IT;104321;Sandoz;RAMIPRIL 10MG 28TAB IT;104321;Sandoz
83;44016410;999146;RAMIPRIL SDZ 10MG 28TAB SM IT;104321;Sandoz;RAMIPRIL 10MG 28TAB IT;104321;Sandoz
84;44056968;44056968;TORASEMIDE HEX 10MG 14TAB V1 IT;116163;Hexal;TORASEMIDE HEX 10MG 14TAB V1 IT;116163;Hexal
85;578012;44056968;TORASEMIDE HEX 10MG 14TAB IT;116163;Hexal;TORASEMIDE HEX 10MG 14TAB V1 IT;116163;Hexal
86;44058511;44058511;BISOPROLOLO SDZ 1,25MG 28FCT V1 IT;131506;Sandoz;BISOPROLOLO SDZ 1,25MG 28FCT V1 IT;131506;Sandoz
87;44019228;44058511;BISOPROLOLO SDZ 1,25MG 28FCT IT;131506;Sandoz;BISOPROLOLO SDZ 1,25MG 28FCT V1 IT;131506;Sandoz
88;44058512;44058512;BISOPROLOLO SDZ 2,5MG 28FCT V1 IT;120708;Sandoz;BISOPROLOLO SDZ 2,5MG 28FCT V1 IT;120708;Sandoz
89;44019229;44058512;BISOPROLOLO SDZ 2,5MG 28FCT IT;120708;Sandoz;BISOPROLOLO SDZ 2,5MG 28FCT V1 IT;120708;Sandoz
90;44058951;44058951;BISOPROLOLO SDZ 5MG 28FCT V1 IT;120709;Sandoz;BISOPROLOLO SDZ 5MG 28FCT V1 IT;120709;Sandoz
91;44019231;44058951;BISOPROLOLO SDZ 5MG 28FCT IT;120709;Sandoz;BISOPROLOLO SDZ 5MG 28FCT V1 IT;120709;Sandoz
92;44064571;44064571;BISOPROLOLO SDZ 3,75MG 28FCT V1 IT;132365;Sandoz;BISOPROLOLO SDZ 3,75MG 28FCT V1 IT;132365;Sandoz
93;44019230;44064571;BISOPROLOLO SDZ 3,75MG 28FCT IT;132365;Sandoz;BISOPROLOLO SDZ 3,75MG 28FCT V1 IT;132365;Sandoz
94;44067093;44067093;SIMVASTATINA SDZ 20MG 28FCT V1 IT;108619;Sandoz;SIMVASTATINA SDZ 20MG 28FCT V1 IT;108619;Sandoz
95;609455;44067093;SIMVASTATINA SDZ 20MG 28FCT IT;108619;Sandoz;SIMVASTATINA SDZ 20MG 28FCT V1 IT;108619;Sandoz
96;44067094;44067094;SIMVASTATINA SDZ 40MG 28FCT V1 IT;108622;Sandoz;SIMVASTATINA SDZ 40MG 28FCT V1 IT;108622;Sandoz
97;609452;44067094;SIMVASTATINA SDZ 40MG 28FCT IT;108622;Sandoz;SIMVASTATINA SDZ 40MG 28FCT V1 IT;108622;Sandoz
98;44067096;44067096;SIMVASTATINA HEX 20MG 28FCT V1 IT;108619;Hexal;SIMVASTATINA HEX 20MG 28FCT V1 IT;108619;Hexal
99;609462;44067096;SIMVASTATINA HEX 20MG 28FCT IT;108619;Hexal;SIMVASTATINA HEX 20MG 28FCT V1 IT;108619;Hexal
100;44067097;44067097;SIMVASTATINA HEX 40MG 28FCT V1 IT;108622;Hexal;SIMVASTATINA HEX 40MG 28FCT V1 IT;108622;Hexal
101;609465;44067097;SIMVASTATINA HEX 40MG 28FCT IT;108622;Hexal;SIMVASTATINA HEX 40MG 28FCT V1 IT;108622;Hexal
102;44068993;44068993;NEBIVOLOLO SDZ 5MG 28TAB V1 IT;117674;Sandoz;NEBIVOLOLO SDZ 5MG 28TAB V1 IT;117674;Sandoz
103;44023474;44068993;NEBIVOLOLO SDZ 5MG 28TAB IT;117674;Sandoz;NEBIVOLOLO SDZ 5MG 28TAB V1 IT;117674;Sandoz
104;44070376;44070376;AMLODIPINA SDZ 10MG 14TAB V1 IT;108947;Sandoz;AMLODIPINA SDZ 10MG 14TAB V1 IT;108947;Sandoz
105;611742;44070376;AMLODIPINA SDZ 10MG 14TAB IT;108947;Sandoz;AMLODIPINA SDZ 10MG 14TAB V1 IT;108947;Sandoz
106;44070378;44070378;AMLODIPINA SDZ 5MG 28TAB V1 IT;105859;Sandoz;AMLODIPINA SDZ 5MG 28TAB V1 IT;105859;Sandoz
107;611741;44070378;AMLODIPINA SDZ 5MG 28TAB IT;109450;Sandoz;AMLODIPINA SDZ 5MG 28TAB V1 IT;105859;Sandoz
108;44069359;44069359;ERELZI SZ 25MG/0,5ML 4LISY SDI IT;138867;Sandoz;ERELZI SZ 25MG/0,5ML 4LISY SDI IT;138867;Sandoz
109;44080365;44069359;ERELZI 25MG/0,5ML 4LISY SD BI IT;138867;Sandoz;ERELZI SZ 25MG/0,5ML 4LISY SDI IT;138867;Sandoz
110;44069360;44069360;ERELZI SZ 50MG/1ML 4LISY PEN IT;138863;Sandoz;ERELZI SZ 50MG/1ML 4LISY PEN IT;138863;Sandoz
111;44069361;44069360;ERELZI SZ 50MG/1ML 4LISY SDI IT;138863;Sandoz;ERELZI SZ 50MG/1ML 4LISY PEN IT;138863;Sandoz
112;44080363;44069360;ERELZI 50MG/1ML 4LISY SD BI IT;138863;Sandoz;ERELZI SZ 50MG/1ML 4LISY PEN IT;138863;Sandoz
113;44080364;44069360;ERELZI 50MG/1ML 4LISY PEN BI IT;138863;Sandoz;ERELZI SZ 50MG/1ML 4LISY PEN IT;138863;Sandoz
114;44051611;44051611;BINOCRIT 20000IU/0.5ML 1LISY SDI IT;127395;Sandoz;BINOCRIT 20000IU/0.5ML 1LISY SDI IT;127395;Sandoz
115;44011242;44051611;BINOCRIT 20000IU/0,5ML 1LISY IT;127395;Sandoz;BINOCRIT 20000IU/0.5ML 1LISY SDI IT;127395;Sandoz
116;44035933;44051611;BINOCRIT 20000IU/0.5ML 1LISY V1 IT;127395;Sandoz;BINOCRIT 20000IU/0.5ML 1LISY SDI IT;127395;Sandoz
117;44051612;44051612;BINOCRIT 30000IU/0.75ML 1LISY SDI IT;127396;Sandoz;BINOCRIT 30000IU/0.75ML 1LISY SDI IT;127396;Sandoz
118;44011244;44051612;BINOCRIT 30000IU/0,75ML 1LISY IT;127396;Sandoz;BINOCRIT 30000IU/0.75ML 1LISY SDI IT;127396;Sandoz
119;44035932;44051612;BINOCRIT 30000IU/0.75ML 1LISY V1 IT;127396;Sandoz;BINOCRIT 30000IU/0.75ML 1LISY SDI IT;127396;Sandoz
120;44051635;44051635;BINOCRIT 40000IU/1ML 1LISY SDI IT;118363;Sandoz;BINOCRIT 40000IU/1ML 1LISY SDI IT;118363;Sandoz
121;44011246;44051635;BINOCRIT 40000IU/1ML 1LISY IT;118363;Sandoz;BINOCRIT 40000IU/1ML 1LISY SDI IT;118363;Sandoz
122;44035934;44051635;BINOCRIT 40000IU/1ML 1LISY V1 IT;118363;Sandoz;BINOCRIT 40000IU/1ML 1LISY SDI IT;118363;Sandoz
123;44060113;44060113;BINOCRIT 1000IU/0,5ML 6LISY SDI IT;110075;Sandoz;BINOCRIT 1000IU/0,5ML 6LISY SDI IT;110075;Sandoz
124;44011222;44060113;BINOCRIT 1000IU/0,5ML 6LISY IT;110075;Sandoz;BINOCRIT 1000IU/0,5ML 6LISY SDI IT;110075;Sandoz
125;44060114;44060114;BINOCRIT 2000IU/1ML 6LISY SDI IT;109000;Sandoz;BINOCRIT 2000IU/1ML 6LISY SDI IT;109000;Sandoz
126;44011224;44060114;BINOCRIT 2000IU/1ML 6LISY IT;109000;Sandoz;BINOCRIT 2000IU/1ML 6LISY SDI IT;109000;Sandoz
127;44060115;44060115;BINOCRIT 3000IU/0,3ML 6LISY SDI IT;118532;Sandoz;BINOCRIT 3000IU/0,3ML 6LISY SDI IT;118532;Sandoz
128;44011228;44060115;BINOCRIT 3000IU/0,3ML 6LISY IT;118532;Sandoz;BINOCRIT 3000IU/0,3ML 6LISY SDI IT;118532;Sandoz
129;44060116;44060116;BINOCRIT 4000IU/0,4ML 6LISY SDI IT;110513;Sandoz;BINOCRIT 4000IU/0,4ML 6LISY SDI IT;110513;Sandoz
130;44011231;44060116;BINOCRIT 4000IU/0,4ML 6LISY IT;110513;Sandoz;BINOCRIT 4000IU/0,4ML 6LISY SDI IT;110513;Sandoz
131;44060117;44060117;BINOCRIT 5000IU/0,5ML 1LISY SDI IT;120280;Sandoz;BINOCRIT 5000IU/0,5ML 1LISY SDI IT;120280;Sandoz
132;44011232;44060117;BINOCRIT 5000IU/0,5ML 1LISY IT;120280;Sandoz;BINOCRIT 5000IU/0,5ML 1LISY SDI IT;120280;Sandoz
133;44060119;44060119;BINOCRIT 6000IU/0,6ML 1LISY SDI IT;120282;Sandoz;BINOCRIT 6000IU/0,6ML 1LISY SDI IT;120282;Sandoz
134;44011234;44060119;BINOCRIT 6000IU/0,6ML 1LISY IT;120282;Sandoz;BINOCRIT 6000IU/0,6ML 1LISY SDI IT;120282;Sandoz
135;44060121;44060121;BINOCRIT 8000IU/0,8ML 1LISY SDI IT;120284;Sandoz;BINOCRIT 8000IU/0,8ML 1LISY SDI IT;120284;Sandoz
136;44011237;44060121;BINOCRIT 8000IU 0,8ML 1LISY IT;120284;Sandoz;BINOCRIT 8000IU/0,8ML 1LISY SDI IT;120284;Sandoz
137;44060123;44060123;BINOCRIT 10000IU/1ML 1LISY SDI IT;118530;Sandoz;BINOCRIT 10000IU/1ML 1LISY SDI IT;118530;Sandoz
138;44011240;44060123;BINOCRIT 10000IU/1ML 1LISY IT;118530;Sandoz;BINOCRIT 10000IU/1ML 1LISY SDI IT;118530;Sandoz
139;44064793;44064793;CIPROFLOXACINA SDZ 500MG 6FCT V2 IT;107698;Sandoz;CIPROFLOXACINA SDZ 500MG 6FCT V2 IT;107698;Sandoz
140;990781;44064793;CIPROFLOXACINA SDZ 500MG 6FCT IT;107698;Sandoz;CIPROFLOXACINA SDZ 500MG 6FCT V2 IT;107698;Sandoz
141;44061606;44064793;CIPROFLOXACINA SDZ 500MG 6FCT V1 IT;107698;Sandoz;CIPROFLOXACINA SDZ 500MG 6FCT V2 IT;107698;Sandoz
142;609438;44064793;CIPROFLOXACINA SDZ 500MG 6FCT IT;107698;Sandoz;CIPROFLOXACINA SDZ 500MG 6FCT V2 IT;107698;Sandoz
143;993153;993153;CLARITROMICINA 500MG 14FCT IT;100345;Sandoz;CLARITROMICINA 500MG 14FCT IT;100345;Sandoz
144;44016409;993153;CLARITHROMYCINA SDZ 500MG 14FCT SM IT;100345;Sandoz;CLARITROMICINA 500MG 14FCT IT;100345;Sandoz
145;44018451;44018451;PANTOPRAZOLO SDZ 20MG 14GRT IT;131022;Sandoz;PANTOPRAZOLO SDZ 20MG 14GRT IT;131022;Sandoz
146;44039859;44018451;DOSANLOC 20MG 14GRT IT;131022;Sandoz;PANTOPRAZOLO SDZ 20MG 14GRT IT;131022;Sandoz
147;44047713;44018451;EXPO DOSANLOC 20MG 14GRT IT;107243;Sandoz;PANTOPRAZOLO SDZ 20MG 14GRT IT;131022;Sandoz
148;589418;589418;SERTRALINA HEX 50MG 30FCT IT;102728;Hexal;SERTRALINA HEX 50MG 30FCT IT;102728;Hexal
149;44010122;589418;SERTRALINA HEX 50MG 30FCT SM IT;102728;Hexal;SERTRALINA HEX 50MG 30FCT IT;102728;Hexal
150;998981;998981;MIRTAZAPINA SDZ 30MG 30FCT IT;101875;Sandoz;MIRTAZAPINA SDZ 30MG 30FCT IT;101875;Sandoz
151;44081617;998981;MIRTAZAPINA SDZ 30MG 30FCT V1 IT;101875;Sandoz;MIRTAZAPINA SDZ 30MG 30FCT IT;101875;Sandoz
152;999772;999772;SERTRALINA SDZ 50MG 30FCT IT;102728;Sandoz;SERTRALINA SDZ 50MG 30FCT IT;102728;Sandoz
153;44010124;999772;SERTRALINA SDZ 50MG 30FCT SM IT;102728;Sandoz;SERTRALINA SDZ 50MG 30FCT IT;102728;Sandoz
154;44017088;44017088;LOSARTAN SDZ 50MG 28FCT IT;120407;Sandoz;LOSARTAN SDZ 50MG 28FCT IT;120407;Sandoz
155;44023963;44017088;LOSAHYP 50MG 28FCT IT;120407;Sandoz;LOSARTAN SDZ 50MG 28FCT IT;120407;Sandoz
156;44042892;44042892;VALSARTAN SDZ 160MG 28FCT V1 IT;120390;Sandoz;VALSARTAN SDZ 160MG 28FCT V1 IT;120390;Sandoz
157;44053272;44042892;RIXIL 160MG 28FCT V2 IT;120390;Sandoz;VALSARTAN SDZ 160MG 28FCT V1 IT;120390;Sandoz
158;44047519;44042892;RIXIL 160MG 28FCT V1 IT;120390;Sandoz;VALSARTAN SDZ 160MG 28FCT V1 IT;120390;Sandoz
159;44036075;44042892;VALSARTAN SDZ 160MG 28FCT IT;120390;Sandoz;VALSARTAN SDZ 160MG 28FCT V1 IT;120390;Sandoz
160;44042227;44042892;RIXIL 160MG 28FCT IT;120390;Sandoz;VALSARTAN SDZ 160MG 28FCT V1 IT;120390;Sandoz
161;44042895;44042895;VALSARTAN SDZ 80MG 28FCT V1 IT;120386;Sandoz;VALSARTAN SDZ 80MG 28FCT V1 IT;120386;Sandoz
162;44053271;44042895;RIXIL 80MG 28FCT V2 IT;120386;Sandoz;VALSARTAN SDZ 80MG 28FCT V1 IT;120386;Sandoz
163;44047518;44042895;RIXIL 80MG 28FCT V1 IT;120386;Sandoz;VALSARTAN SDZ 80MG 28FCT V1 IT;120386;Sandoz
164;44036074;44042895;VALSARTAN SDZ 80MG 28FCT IT;120386;Sandoz;VALSARTAN SDZ 80MG 28FCT V1 IT;120386;Sandoz
165;44042226;44042895;RIXIL 80MG 28FCT IT;120386;Sandoz;VALSARTAN SDZ 80MG 28FCT V1 IT;120386;Sandoz
166;999059;999059;FLUCONAZOLO SDZ 200MG 7HGC IT;101607;Sandoz;FLUCONAZOLO SDZ 200MG 7HGC IT;101607;Sandoz
167;609518;999059;FLUCONAZOLO SANDOZ 200MG KPS 7 I;101607;Sandoz;FLUCONAZOLO SDZ 200MG 7HGC IT;101607;Sandoz
168;999060;999060;FLUCONAZOLO SDZ 100MG 10HGC IT;102934;Sandoz;FLUCONAZOLO SDZ 100MG 10HGC IT;102934;Sandoz
169;609511;999060;FLUCONAZOLO SANDOZ 100MG KPS 10 I;102934;Sandoz;FLUCONAZOLO SDZ 100MG 10HGC IT;102934;Sandoz
170;44049246;44049246;SILDENAFIL SDZ 100MG 4TAB IT;124543;Sandoz;SILDENAFIL SDZ 100MG 4TAB IT;124543;Sandoz
171;44061463;44049246;SILDENAFIL SDZ 100MG 4TAB SM IT;124543;Sandoz;SILDENAFIL SDZ 100MG 4TAB IT;124543;Sandoz
172;44062226;44072655;PREGABALIN SDZ 75MG 56HGC IT;121178;Sandoz;PREGABALIN SDZ 75MG 56HGC V1 IT;121178;Sandoz
